Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases
1/4/2022,US,United States of America,AMRO,390858,55284713
1/5/2022,US,United States of America,AMRO,902391,56187104
1/6/2022,US,United States of America,AMRO,732514,56919618
1/7/2022,US,United States of America,AMRO,702790,57622408
1/8/2022,US,United States of America,AMRO,798436,58420844
1/9/2022,US,United States of America,AMRO,852951,59273795
1/10/2022,US,United States of America,AMRO,448743,59722538
1/11/2022,US,United States of America,AMRO,486541,60209079
1/12/2022,US,United States of America,AMRO,1265520,61474599
1/13/2022,US,United States of America,AMRO,803539,62278138
1/14/2022,US,United States of America,AMRO,855880,63134018
1/15/2022,US,United States of America,AMRO,892303,64026321
1/16/2022,US,United States of America,AMRO,898407,64924728
1/17/2022,US,United States of America,AMRO,465957,65390685
1/18/2022,US,United States of America,AMRO,418737,65809422
1/19/2022,US,United States of America,AMRO,968465,66777887
1/20/2022,US,United States of America,AMRO,856293,67634180
1/21/2022,US,United States of America,AMRO,780466,68414646
1/22/2022,US,United States of America,AMRO,776490,69191136
1/23/2022,US,United States of America,AMRO,776480,69967616
1/24/2022,US,United States of America,AMRO,328564,70296180
1/25/2022,US,United States of America,AMRO,314947,70611127
1/26/2022,US,United States of America,AMRO,1011148,71622275
1/27/2022,US,United States of America,AMRO,493232,72115507
1/28/2022,US,United States of America,AMRO,545225,72660732
1/29/2022,US,United States of America,AMRO,572820,73233552
1/30/2022,US,United States of America,AMRO,523326,73756878
1/31/2022,US,United States of America,AMRO,222172,73979050
2/1/2022,US,United States of America,AMRO,158214,74137264
2/2/2022,US,United States of America,AMRO,576521,74713785
2/3/2022,US,United States of America,AMRO,296458,75010243
2/4/2022,US,United States of America,AMRO,303405,75313648
2/5/2022,US,United States of America,AMRO,350050,75663698
2/6/2022,US,United States of America,AMRO,281890,75945588
2/7/2022,US,United States of America,AMRO,104762,76050350
2/8/2022,US,United States of America,AMRO,96578,76146928
2/9/2022,US,United States of America,AMRO,305358,76452286
2/10/2022,US,United States of America,AMRO,197921,76650207
2/11/2022,US,United States of America,AMRO,196394,76846601
2/12/2022,US,United States of America,AMRO,165790,77012391
2/13/2022,US,United States of America,AMRO,155309,77167700
2/14/2022,US,United States of America,AMRO,67888,77235588
2/15/2022,US,United States of America,AMRO,47904,77283492
2/16/2022,US,United States of America,AMRO,174293,77457785
2/17/2022,US,United States of America,AMRO,108080,77565865
2/18/2022,US,United States of America,AMRO,105714,77671579
2/19/2022,US,United States of America,AMRO,100475,77772054
2/20/2022,US,United States of America,AMRO,103802,77875856
2/21/2022,US,United States of America,AMRO,40797,77916653
2/22/2022,US,United States of America,AMRO,31174,77947827
2/23/2022,US,United States of America,AMRO,48413,77996240
2/24/2022,US,United States of America,AMRO,115022,78111262
2/25/2022,US,United States of America,AMRO,73662,78184924
2/26/2022,US,United States of America,AMRO,75062,78259986
2/27/2022,US,United States of America,AMRO,74142,78334128
2/28/2022,US,United States of America,AMRO,25662,78359790
3/1/2022,US,United States of America,AMRO,18169,78377959
3/2/2022,US,United States of America,AMRO,76237,78454196
3/3/2022,US,United States of America,AMRO,63819,78518015
3/4/2022,US,United States of America,AMRO,52784,78570799
3/5/2022,US,United States of America,AMRO,51622,78622421
3/6/2022,US,United States of America,AMRO,44216,78666637
3/7/2022,US,United States of America,AMRO,14292,78680929
3/8/2022,US,United States of America,AMRO,8941,78689870
3/9/2022,US,United States of America,AMRO,57277,78747147
3/10/2022,US,United States of America,AMRO,31172,78778319
3/11/2022,US,United States of America,AMRO,46110,78824429
3/12/2022,US,United States of America,AMRO,39598,78864027
3/13/2022,US,United States of America,AMRO,36942,78900969
3/14/2022,US,United States of America,AMRO,12159,78913128
3/15/2022,US,United States of America,AMRO,9126,78922254
3/16/2022,US,United States of America,AMRO,60969,78983223
3/17/2022,US,United States of America,AMRO,24495,79007718
3/18/2022,US,United States of America,AMRO,37828,79045546
3/19/2022,US,United States of America,AMRO,33159,79078705
3/20/2022,US,United States of America,AMRO,31004,79109709
3/21/2022,US,United States of America,AMRO,9881,79119590
3/22/2022,US,United States of America,AMRO,10038,79129628
3/23/2022,US,United States of America,AMRO,38828,79168456
3/24/2022,US,United States of America,AMRO,24771,79193227
3/25/2022,US,United States of America,AMRO,45160,79238387
3/26/2022,US,United States of America,AMRO,36077,79274464
3/27/2022,US,United States of America,AMRO,28714,79303178
3/28/2022,US,United States of America,AMRO,12511,79315689
3/29/2022,US,United States of America,AMRO,9753,79325442
3/30/2022,US,United States of America,AMRO,32427,79357869
3/31/2022,US,United States of America,AMRO,24078,79381947
4/1/2022,US,United States of America,AMRO,48239,79430186
4/2/2022,US,United States of America,AMRO,40063,79470249
4/3/2022,US,United States of America,AMRO,27393,79497642
4/4/2022,US,United States of America,AMRO,11677,79509319
4/5/2022,US,United States of America,AMRO,10548,79519867
4/6/2022,US,United States of America,AMRO,26930,79546797
4/7/2022,US,United States of America,AMRO,33374,79580171
4/8/2022,US,United States of America,AMRO,42256,79622427
4/9/2022,US,United States of America,AMRO,33806,79656233
4/10/2022,US,United States of America,AMRO,42601,79698834
4/11/2022,US,United States of America,AMRO,14053,79712887
4/12/2022,US,United States of America,AMRO,17314,79730201
4/13/2022,US,United States of America,AMRO,34571,79764772
4/14/2022,US,United States of America,AMRO,28789,79793561
4/15/2022,US,United States of America,AMRO,46149,79839710
4/16/2022,US,United States of America,AMRO,62708,79902418
4/17/2022,US,United States of America,AMRO,44355,79946773
4/18/2022,US,United States of America,AMRO,16817,79963590
4/19/2022,US,United States of America,AMRO,18767,79982357
4/20/2022,US,United States of America,AMRO,36003,80018360
4/21/2022,US,United States of America,AMRO,53418,80071778
4/22/2022,US,United States of America,AMRO,57408,80129186
4/23/2022,US,United States of America,AMRO,49509,80178695
4/24/2022,US,United States of America,AMRO,68799,80247494
4/25/2022,US,United States of America,AMRO,23458,80270952
4/26/2022,US,United States of America,AMRO,21103,80292055
4/27/2022,US,United States of America,AMRO,49858,80341913
4/28/2022,US,United States of America,AMRO,64414,80406327
4/29/2022,US,United States of America,AMRO,77145,80483472
4/30/2022,US,United States of America,AMRO,61915,80545387
5/1/2022,US,United States of America,AMRO,80656,80626043
5/2/2022,US,United States of America,AMRO,25939,80651982
5/3/2022,US,United States of America,AMRO,26774,80678756
5/4/2022,US,United States of America,AMRO,64100,80742856
5/5/2022,US,United States of America,AMRO,72566,80815422
5/6/2022,US,United States of America,AMRO,100537,80915959
5/7/2022,US,United States of America,AMRO,80010,80995969
5/8/2022,US,United States of America,AMRO,95732,81091701
5/9/2022,US,United States of America,AMRO,27518,81119219
5/10/2022,US,United States of America,AMRO,31753,81150972
5/11/2022,US,United States of America,AMRO,100982,81251954
5/12/2022,US,United States of America,AMRO,100249,81352203
5/13/2022,US,United States of America,AMRO,127795,81479998
5/14/2022,US,United States of America,AMRO,98705,81578703
5/15/2022,US,United States of America,AMRO,117953,81696656
5/16/2022,US,United States of America,AMRO,29099,81725755
5/17/2022,US,United States of America,AMRO,46227,81771982
5/18/2022,US,United States of America,AMRO,123395,81895377
5/19/2022,US,United States of America,AMRO,129614,82024991
5/20/2022,US,United States of America,AMRO,146420,82171411
5/21/2022,US,United States of America,AMRO,109730,82281141
5/22/2022,US,United States of America,AMRO,150010,82431151
5/23/2022,US,United States of America,AMRO,36406,82467557
5/24/2022,US,United States of America,AMRO,44879,82512436
5/25/2022,US,United States of America,AMRO,110873,82623309
5/26/2022,US,United States of America,AMRO,133342,82756651
5/27/2022,US,United States of America,AMRO,153916,82910567
5/28/2022,US,United States of America,AMRO,113174,83023741
5/29/2022,US,United States of America,AMRO,148130,83171871
5/30/2022,US,United States of America,AMRO,36051,83207922
5/31/2022,US,United States of America,AMRO,35465,83243387
6/1/2022,US,United States of America,AMRO,55525,83298912
6/2/2022,US,United States of America,AMRO,155982,83454894
6/3/2022,US,United States of America,AMRO,140951,83595845
6/4/2022,US,United States of America,AMRO,111559,83707404
6/5/2022,US,United States of America,AMRO,140094,83847498
6/6/2022,US,United States of America,AMRO,47471,83894969
6/7/2022,US,United States of America,AMRO,43315,83938284
6/8/2022,US,United States of America,AMRO,99664,84037948
6/9/2022,US,United States of America,AMRO,152307,84190255
6/10/2022,US,United States of America,AMRO,144559,84334814
6/11/2022,US,United States of America,AMRO,105965,84440779
6/12/2022,US,United States of America,AMRO,147763,84588542
6/13/2022,US,United States of America,AMRO,37707,84626249
6/14/2022,US,United States of America,AMRO,38721,84664970
6/15/2022,US,United States of America,AMRO,91358,84756328
6/16/2022,US,United States of America,AMRO,138010,84894338
6/17/2022,US,United States of America,AMRO,143175,85037513
6/18/2022,US,United States of America,AMRO,97574,85135087
6/19/2022,US,United States of America,AMRO,125711,85260798
6/20/2022,US,United States of America,AMRO,35853,85296651
6/21/2022,US,United States of America,AMRO,35517,85332168
6/22/2022,US,United States of America,AMRO,52244,85384412
6/23/2022,US,United States of America,AMRO,186492,85570904
6/24/2022,US,United States of America,AMRO,134198,85705102
6/25/2022,US,United States of America,AMRO,101869,85806971
6/26/2022,US,United States of America,AMRO,163464,85970435
6/27/2022,US,United States of America,AMRO,44012,86014447
6/28/2022,US,United States of America,AMRO,44178,86058625
6/29/2022,US,United States of America,AMRO,96530,86155155
6/30/2022,US,United States of America,AMRO,154793,86309948
7/1/2022,US,United States of America,AMRO,148959,86458907
7/2/2022,US,United States of America,AMRO,112856,86571763
7/3/2022,US,United States of America,AMRO,172444,86744207
7/4/2022,US,United States of America,AMRO,48178,86792385
7/5/2022,US,United States of America,AMRO,46196,86838581
7/6/2022,US,United States of America,AMRO,45747,86884328
7/7/2022,US,United States of America,AMRO,169689,87054017
7/8/2022,US,United States of America,AMRO,145751,87199768
7/9/2022,US,United States of America,AMRO,120595,87320363
7/10/2022,US,United States of America,AMRO,167613,87487976
7/11/2022,US,United States of America,AMRO,55577,87543553
7/12/2022,US,United States of America,AMRO,57136,87600689
7/13/2022,US,United States of America,AMRO,113656,87714345
7/14/2022,US,United States of America,AMRO,184135,87898480
7/15/2022,US,United States of America,AMRO,156001,88054481
7/16/2022,US,United States of America,AMRO,138983,88193464
7/17/2022,US,United States of America,AMRO,182741,88376205
7/18/2022,US,United States of America,AMRO,57577,88433782
7/19/2022,US,United States of America,AMRO,56070,88489852
7/20/2022,US,United States of America,AMRO,101687,88591539
7/21/2022,US,United States of America,AMRO,179375,88770914
7/22/2022,US,United States of America,AMRO,158884,88929798
7/23/2022,US,United States of America,AMRO,148445,89078243
7/24/2022,US,United States of America,AMRO,206657,89284900
7/25/2022,US,United States of America,AMRO,53259,89338159
7/26/2022,US,United States of America,AMRO,54599,89392758
7/27/2022,US,United States of America,AMRO,106403,89499161
7/28/2022,US,United States of America,AMRO,168680,89667841
7/29/2022,US,United States of America,AMRO,160831,89828672
7/30/2022,US,United States of America,AMRO,144834,89973506
7/31/2022,US,United States of America,AMRO,259377,90232883
8/1/2022,US,United States of America,AMRO,37913,90270796
8/2/2022,US,United States of America,AMRO,37944,90308740
8/3/2022,US,United States of America,AMRO,119038,90427778
8/4/2022,US,United States of America,AMRO,161349,90589127
8/5/2022,US,United States of America,AMRO,149835,90738962
8/6/2022,US,United States of America,AMRO,131403,90870365
8/7/2022,US,United States of America,AMRO,150569,91020934
8/8/2022,US,United States of America,AMRO,33241,91054175
8/9/2022,US,United States of America,AMRO,32807,91086982
8/10/2022,US,United States of America,AMRO,98627,91185609
8/11/2022,US,United States of America,AMRO,137268,91322877
8/12/2022,US,United States of America,AMRO,138358,91461235
8/13/2022,US,United States of America,AMRO,125122,91586357
8/14/2022,US,United States of America,AMRO,136195,91722552
8/15/2022,US,United States of America,AMRO,30589,91753141
8/16/2022,US,United States of America,AMRO,21098,91774239
8/17/2022,US,United States of America,AMRO,99341,91873580
8/18/2022,US,United States of America,AMRO,126626,92000206
8/19/2022,US,United States of America,AMRO,120016,92120222
8/20/2022,US,United States of America,AMRO,114305,92234527
8/21/2022,US,United States of America,AMRO,132950,92367477
8/22/2022,US,United States of America,AMRO,28624,92396101
8/23/2022,US,United States of America,AMRO,27897,92423998
8/24/2022,US,United States of America,AMRO,81700,92505698
8/25/2022,US,United States of America,AMRO,115986,92621684
8/26/2022,US,United States of America,AMRO,130588,92752272
8/27/2022,US,United States of America,AMRO,110093,92862365
8/28/2022,US,United States of America,AMRO,115441,92977806
8/29/2022,US,United States of America,AMRO,29176,93006982
8/30/2022,US,United States of America,AMRO,27073,93034055
8/31/2022,US,United States of America,AMRO,78248,93112303
9/1/2022,US,United States of America,AMRO,116212,93228515
9/2/2022,US,United States of America,AMRO,120932,93349447
9/3/2022,US,United States of America,AMRO,103592,93453039
9/4/2022,US,United States of America,AMRO,105130,93558169
9/5/2022,US,United States of America,AMRO,24912,93583081
9/6/2022,US,United States of America,AMRO,24255,93607336
9/7/2022,US,United States of America,AMRO,22446,93629782
9/8/2022,US,United States of America,AMRO,118994,93748776
9/9/2022,US,United States of America,AMRO,91690,93840466
9/10/2022,US,United States of America,AMRO,85271,93925737
9/11/2022,US,United States of America,AMRO,81941,94007678
9/12/2022,US,United States of America,AMRO,22131,94029809
9/13/2022,US,United States of America,AMRO,20216,94050025
9/14/2022,US,United States of America,AMRO,57915,94107940
9/15/2022,US,United States of America,AMRO,57983,94165923
9/16/2022,US,United States of America,AMRO,89519,94255442
9/17/2022,US,United States of America,AMRO,97563,94353005
9/18/2022,US,United States of America,AMRO,61574,94414579
9/19/2022,US,United States of America,AMRO,17572,94432151
9/20/2022,US,United States of America,AMRO,20188,94452339
9/21/2022,US,United States of America,AMRO,44794,94497133
9/22/2022,US,United States of America,AMRO,49594,94546727
9/23/2022,US,United States of America,AMRO,83979,94630706
9/24/2022,US,United States of America,AMRO,99198,94729904
9/25/2022,US,United States of America,AMRO,53400,94783304
9/26/2022,US,United States of America,AMRO,15871,94799175
9/27/2022,US,United States of America,AMRO,15295,94814470
9/28/2022,US,United States of America,AMRO,37642,94852112
9/29/2022,US,United States of America,AMRO,40387,94892499
9/30/2022,US,United States of America,AMRO,78175,94970674
10/1/2022,US,United States of America,AMRO,87152,95057826
10/2/2022,US,United States of America,AMRO,46712,95104538
10/3/2022,US,United States of America,AMRO,12202,95116740
10/4/2022,US,United States of America,AMRO,13856,95130596
10/5/2022,US,United States of America,AMRO,32368,95162964
10/6/2022,US,United States of America,AMRO,37655,95200619
10/7/2022,US,United States of America,AMRO,64193,95264812
10/8/2022,US,United States of America,AMRO,78599,95343411
10/9/2022,US,United States of America,AMRO,41711,95385122
10/10/2022,US,United States of America,AMRO,11333,95396455
10/11/2022,US,United States of America,AMRO,13220,95409675
10/12/2022,US,United States of America,AMRO,24419,95434094
10/13/2022,US,United States of America,AMRO,38156,95472250
10/14/2022,US,United States of America,AMRO,57464,95529714
10/15/2022,US,United States of America,AMRO,72989,95602703
10/16/2022,US,United States of America,AMRO,33699,95636402
10/17/2022,US,United States of America,AMRO,6050,95642452
10/18/2022,US,United States of America,AMRO,11151,95653603
10/19/2022,US,United States of America,AMRO,33860,95687463
10/20/2022,US,United States of America,AMRO,38999,95726462
10/21/2022,US,United States of America,AMRO,0,95726462
10/22/2022,US,United States of America,AMRO,223946,95950408
10/23/2022,US,United States of America,AMRO,7,95950415
10/24/2022,US,United States of America,AMRO,0,95950415
10/25/2022,US,United States of America,AMRO,0,95950415
10/26/2022,US,United States of America,AMRO,0,95950415
10/27/2022,US,United States of America,AMRO,0,95950415
10/28/2022,US,United States of America,AMRO,255649,96206064
10/29/2022,US,United States of America,AMRO,0,96206064
10/30/2022,US,United States of America,AMRO,0,96206064
10/31/2022,US,United States of America,AMRO,0,96206064
11/1/2022,US,United States of America,AMRO,0,96206064
11/2/2022,US,United States of America,AMRO,0,96206064
11/3/2022,US,United States of America,AMRO,0,96206064
11/4/2022,US,United States of America,AMRO,267654,96473718
11/5/2022,US,United States of America,AMRO,0,96473718
11/6/2022,US,United States of America,AMRO,0,96473718
11/7/2022,US,United States of America,AMRO,0,96473718
11/8/2022,US,United States of America,AMRO,0,96473718
11/9/2022,US,United States of America,AMRO,0,96473718
11/10/2022,US,United States of America,AMRO,0,96473718
11/11/2022,US,United States of America,AMRO,283845,96757563
11/12/2022,US,United States of America,AMRO,0,96757563
11/13/2022,US,United States of America,AMRO,0,96757563
11/14/2022,US,United States of America,AMRO,0,96757563
11/15/2022,US,United States of America,AMRO,0,96757563
11/16/2022,US,United States of America,AMRO,0,96757563
11/17/2022,US,United States of America,AMRO,0,96757563
11/18/2022,US,United States of America,AMRO,275046,97032609
11/19/2022,US,United States of America,AMRO,0,97032609
11/20/2022,US,United States of America,AMRO,0,97032609
11/21/2022,US,United States of America,AMRO,0,97032609
11/22/2022,US,United States of America,AMRO,0,97032609
11/23/2022,US,United States of America,AMRO,0,97032609
11/24/2022,US,United States of America,AMRO,0,97032609
11/25/2022,US,United States of America,AMRO,296882,97329491
11/26/2022,US,United States of America,AMRO,0,97329491
11/27/2022,US,United States of America,AMRO,0,97329491
11/28/2022,US,United States of America,AMRO,0,97329491
11/29/2022,US,United States of America,AMRO,0,97329491
11/30/2022,US,United States of America,AMRO,0,97329491
